Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
WD-04890,Workday,Payroll,Payments,Public Sector,Supplier Invoice -> Matching -> Approval -> Payment,Security,Sync Public Sector Workday Payments,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,UI
WD-04891,Workday,Payroll,Payments,Public Sector,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Reject Public Sector Workday Payments,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Security
WD-04892,Workday,Payroll,Payments,Public Sector,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Reject Public Sector Workday Payments,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,UI
WD-04893,Workday,Payroll,Payments,Public Sector,Budget -> Expense -> Journal -> Dashboard,Mobile,Edit Public Sector Workday Payments,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Functional
WD-04894,Workday,Payroll,Payments,Hospitality,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Submit Hospitality Workday Payments,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,UI
WD-04895,Workday,Payroll,Payments,Hospitality,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Route Hospitality Workday Payments,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Functional
WD-04896,Workday,Payroll,Payments,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Sync Hospitality Workday Payments,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Accessibility
WD-04897,Workday,Payroll,Payments,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Edit Hospitality Workday Payments,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Performance
WD-04898,Workday,Payroll,Payments,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Review Hospitality Workday Payments,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,UI
WD-04899,Workday,Payroll,Payments,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Regression,Review Hospitality Workday Payments,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Integration
WD-04900,Workday,Payroll,Payments,Hospitality,Budget -> Expense -> Journal -> Dashboard,Functional,Sync Hospitality Workday Payments,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04901,Workday,Payroll,Retro,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Submit Corporate Workday Retro,Workday access is provisioned and Corporate test data exists,"1. Open Workday Retro.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Security
WD-04902,Workday,Payroll,Retro,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Close Corporate Workday Retro,Workday access is provisioned and Corporate test data exists,"1. Open Workday Retro.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,UI
WD-04903,Workday,Payroll,Retro,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Edit Corporate Workday Retro,Workday access is provisioned and Corporate test data exists,"1. Open Workday Retro.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Accessibility
WD-04904,Workday,Payroll,Retro,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Reject Corporate Workday Retro,Workday access is provisioned and Corporate test data exists,"1. Open Workday Retro.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Security
WD-04905,Workday,Payroll,Retro,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Submit Corporate Workday Retro,Workday access is provisioned and Corporate test data exists,"1. Open Workday Retro.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-04906,Workday,Payroll,Retro,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Create Corporate Workday Retro,Workday access is provisioned and Corporate test data exists,"1. Open Workday Retro.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-04907,Workday,Payroll,Retro,Corporate,Budget -> Expense -> Journal -> Dashboard,UI,Route Corporate Workday Retro,Workday access is provisioned and Corporate test data exists,"1. Open Workday Retro.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Mobile
WD-04908,Workday,Payroll,Retro,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Sync Retail Workday Retro,Workday access is provisioned and Retail test data exists,"1. Open Workday Retro.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration
WD-04909,Workday,Payroll,Retro,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Route Retail Workday Retro,Workday access is provisioned and Retail test data exists,"1. Open Workday Retro.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Workflow
WD-04910,Workday,Payroll,Retro,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Create Retail Workday Retro,Workday access is provisioned and Retail test data exists,"1. Open Workday Retro.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Workflow
WD-04911,Workday,Payroll,Retro,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Reject Retail Workday Retro,Workday access is provisioned and Retail test data exists,"1. Open Workday Retro.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Functional
WD-04912,Workday,Payroll,Retro,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Reject Retail Workday Retro,Workday access is provisioned and Retail test data exists,"1. Open Workday Retro.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Regression
