Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SE-04371,Service,Knowledge,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Reject Financial Support Service Knowledge,User has Service access and Financial Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Reject and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Regression
SF-SE-04372,Service,Knowledge,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Functional,Create Financial Support Service Knowledge,User has Service access and Financial Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Create and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Integration
SF-SE-04373,Service,Knowledge,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Accessibility,Edit Financial Support Service Knowledge,User has Service access and Financial Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Edit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Mobile
SF-SE-04374,Service,Knowledge,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Reject Financial Support Service Knowledge,User has Service access and Financial Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Security
SF-SE-04375,Service,Knowledge,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Clone Manufacturing Support Service Knowledge,User has Service access and Manufacturing Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Clone and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Security
SF-SE-04376,Service,Knowledge,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Archive Manufacturing Support Service Knowledge,User has Service access and Manufacturing Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Archive and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Performance
SF-SE-04377,Service,Knowledge,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,UI,Delete Manufacturing Support Service Knowledge,User has Service access and Manufacturing Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Delete and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Mobile
SF-SE-04378,Service,Knowledge,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,UI,Create Manufacturing Support Service Knowledge,User has Service access and Manufacturing Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Create and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Functional
SF-SE-04379,Service,Knowledge,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,UI,Reject Manufacturing Support Service Knowledge,User has Service access and Manufacturing Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Accessibility
SF-SE-04380,Service,Knowledge,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Export Manufacturing Support Service Knowledge,User has Service access and Manufacturing Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Export and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Accessibility
SF-SE-04381,Service,Knowledge,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Bulk Edit Telecom Support Service Knowledge,User has Service access and Telecom Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Bulk Edit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Performance
SF-SE-04382,Service,Knowledge,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Restore Telecom Support Service Knowledge,User has Service access and Telecom Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Restore and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Integration
SF-SE-04383,Service,Knowledge,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Submit Telecom Support Service Knowledge,User has Service access and Telecom Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Submit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Performance
SF-SE-04384,Service,Knowledge,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Restore Telecom Support Service Knowledge,User has Service access and Telecom Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Restore and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Functional
SF-SE-04385,Service,Knowledge,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,UI,Restore Telecom Support Service Knowledge,User has Service access and Telecom Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Restore and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Integration
SF-SE-04386,Service,Knowledge,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,UI,Archive Telecom Support Service Knowledge,User has Service access and Telecom Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Archive and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Performance
SF-SE-04387,Service,Knowledge,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Create B2B Support Service Knowledge,User has Service access and B2B Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Create and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Functional
SF-SE-04388,Service,Knowledge,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Performance,Clone B2B Support Service Knowledge,User has Service access and B2B Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Clone and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Integration
SF-SE-04389,Service,Knowledge,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,View B2B Support Service Knowledge,User has Service access and B2B Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform View and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Regression
SF-SE-04390,Service,Knowledge,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,UI,Update B2B Support Service Knowledge,User has Service access and B2B Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Update and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Security
SF-SE-04391,Service,Knowledge,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Archive B2B Support Service Knowledge,User has Service access and B2B Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Archive and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Security
SF-SE-04392,Service,Knowledge,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Update B2B Support Service Knowledge,User has Service access and B2B Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Update and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,UI
SF-SE-04393,Service,Service Console,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Export Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Export and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Accessibility
SF-SE-04394,Service,Service Console,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Submit Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Submit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Accessibility
SF-SE-04395,Service,Service Console,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Export Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Export and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Functional
