Test Case ID,Cloud,Module,Domain,Test Type,Variant,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-04936,Financial Services,Investment Account,Mortgage,API,A,Sync Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Sync action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,API
SF-FSC-04937,Financial Services,Investment Account,Mortgage,API,A,View Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform View action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",View Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,API
SF-FSC-04938,Financial Services,Investment Account,Mortgage,API,A,Approve Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Approve action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,API
SF-FSC-04939,Financial Services,Investment Account,Mortgage,KYC/AML,A,Bulk Edit Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,KYC/AML
SF-FSC-04940,Financial Services,Investment Account,Mortgage,KYC/AML,A,Clone Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Clone action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,KYC/AML
SF-FSC-04941,Financial Services,Investment Account,Mortgage,KYC/AML,A,Close Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Close action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,KYC/AML
SF-FSC-04942,Financial Services,Investment Account,Mortgage,Regulatory Audit,A,Sync Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Sync action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Regulatory Audit
SF-FSC-04943,Financial Services,Investment Account,Mortgage,Regulatory Audit,A,View Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform View action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",View Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Regulatory Audit
SF-FSC-04944,Financial Services,Investment Account,Mortgage,Regulatory Audit,A,AML Flag Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform AML Flag action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Regulatory Audit
SF-FSC-04945,Financial Services,Investment Account,Mortgage,Rollup Validation,A,Reassign Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reassign action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Rollup Validation
SF-FSC-04946,Financial Services,Investment Account,Mortgage,Rollup Validation,A,Share Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Share action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Rollup Validation
SF-FSC-04947,Financial Services,Investment Account,Mortgage,Rollup Validation,A,Restore Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Restore action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Rollup Validation
SF-FSC-04948,Financial Services,Investment Account,Mortgage,Relationship Mapping,A,Export Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Export action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Relationship Mapping
